StartTime,EndTime,quantity_B01,quantity_B11,quantity_B16,quantity_B18,quantity_B19,total_green_energy,Load
2022-01-01 00:00:00,2022-01-01 01:00:00,85,0,4,6940,5739,12768,40706
2022-01-01 01:00:00,2022-01-01 02:00:00,85,0,4,5548,5494,11131,39465
2022-01-01 02:00:00,2022-01-01 03:00:00,86,0,4,5550,5684,11324,38923
2022-01-01 03:00:00,2022-01-01 04:00:00,85,0,4,5709,5492,11290,38211
2022-01-01 04:00:00,2022-01-01 05:00:00,85,0,4,5860,5144,11093,38146
2022-01-01 05:00:00,2022-01-01 06:00:00,85,0,4,6295,4644,11028,38956
2022-01-01 06:00:00,2022-01-01 07:00:00,83,0,4,6252,4082,10421,39968
2022-01-01 07:00:00,2022-01-01 08:00:00,84,0,5,5794,4682,10565,40808
2022-01-01 08:00:00,2022-01-01 09:00:00,84,0,33,6484,4754,11355,41742
2022-01-01 09:00:00,2022-01-01 10:00:00,84,0,118,7686,5395,13283,42796
2022-01-01 10:00:00,2022-01-01 11:00:00,83,0,147,8346,5463,14039,42494
2022-01-01 11:00:00,2022-01-01 12:00:00,84,0,146,8743,5875,14848,42294
2022-01-01 12:00:00,2022-01-01 13:00:00,83,0,122,8805,6061,15071,43153
2022-01-01 13:00:00,2022-01-01 14:00:00,83,0,78,8705,6192,15058,44379
2022-01-01 14:00:00,2022-01-01 15:00:00,80,0,48,8532,6336,14996,45865
2022-01-01 15:00:00,2022-01-01 16:00:00,83,0,4,7816,6717,14620,48406
2022-01-01 16:00:00,2022-01-01 17:00:00,84,0,4,8505,7006,15599,52021
2022-01-01 17:00:00,2022-01-01 18:00:00,83,0,4,8859,7265,16211,51429
2022-01-01 18:00:00,2022-01-01 19:00:00,84,0,4,8956,7162,16206,49999
2022-01-01 19:00:00,2022-01-01 20:00:00,84,0,4,8479,6735,15302,47940
2022-01-01 20:00:00,2022-01-01 21:00:00,83,0,4,7758,6258,14103,46052
2022-01-01 21:00:00,2022-01-01 22:00:00,85,0,4,7854,5735,13678,44113
2022-01-01 22:00:00,2022-01-01 23:00:00,84,0,4,8411,5530,14029,42275
2022-01-01 23:00:00,2022-01-02 00:00:00,82,0,4,8234,5890,14210,41053
2022-01-02 00:00:00,2022-01-02 01:00:00,81,0,4,8263,6671,15019,39562
2022-01-02 01:00:00,2022-01-02 02:00:00,82,0,4,8718,6370,15174,38687
2022-01-02 02:00:00,2022-01-02 03:00:00,84,0,4,8866,6199,15153,38236
2022-01-02 03:00:00,2022-01-02 04:00:00,84,0,4,8578,6573,15239,38283
2022-01-02 04:00:00,2022-01-02 05:00:00,84,0,4,8011,7163,15262,38979
2022-01-02 05:00:00,2022-01-02 06:00:00,83,0,4,7959,7155,15201,40264
2022-01-02 06:00:00,2022-01-02 07:00:00,83,0,4,8523,7326,15936,42237
2022-01-02 07:00:00,2022-01-02 08:00:00,84,0,4,8468,7759,16315,44702
2022-01-02 08:00:00,2022-01-02 09:00:00,84,0,11,8533,8267,16895,46562
2022-01-02 09:00:00,2022-01-02 10:00:00,84,0,75,8720,7987,16866,46441
2022-01-02 10:00:00,2022-01-02 11:00:00,84,0,71,8863,8023,17041,47998
2022-01-02 11:00:00,2022-01-02 12:00:00,84,0,61,8689,8473,17307,48585
2022-01-02 12:00:00,2022-01-02 13:00:00,84,0,93,8682,8213,17072,47660
2022-01-02 13:00:00,2022-01-02 14:00:00,83,0,74,8770,7769,16696,47919
2022-01-02 14:00:00,2022-01-02 15:00:00,82,0,28,8746,7734,16590,48988
2022-01-02 15:00:00,2022-01-02 16:00:00,83,0,3,8612,7081,15779,51783
2022-01-02 16:00:00,2022-01-02 17:00:00,84,0,4,8848,7043,15979,55587
2022-01-02 17:00:00,2022-01-02 18:00:00,84,0,4,8779,6762,15629,54121
2022-01-02 18:00:00,2022-01-02 19:00:00,84,0,4,8918,6856,15862,52577
2022-01-02 19:00:00,2022-01-02 20:00:00,84,0,4,8583,7331,16002,50705
2022-01-02 20:00:00,2022-01-02 21:00:00,84,0,4,8337,7946,16371,48614
2022-01-02 21:00:00,2022-01-02 22:00:00,84,0,4,8294,8188,16570,46842
2022-01-02 22:00:00,2022-01-02 23:00:00,83,0,4,8719,8368,17174,44466
2022-01-02 23:00:00,2022-01-03 00:00:00,83,0,4,8183,8530,16800,42800
2022-01-03 00:00:00,2022-01-03 01:00:00,82,0,4,6659,8546,15291,41392
2022-01-03 01:00:00,2022-01-03 02:00:00,84,0,4,6650,8453,15191,40806
2022-01-03 02:00:00,2022-01-03 03:00:00,84,0,4,6663,8098,14849,40492
2022-01-03 03:00:00,2022-01-03 04:00:00,84,0,4,7072,8069,15229,40988
2022-01-03 04:00:00,2022-01-03 05:00:00,84,0,4,7890,8222,16200,43740
2022-01-03 05:00:00,2022-01-03 06:00:00,84,0,4,8626,8084,16798,47804
2022-01-03 06:00:00,2022-01-03 07:00:00,84,0,4,8734,8107,16929,52778
2022-01-03 07:00:00,2022-01-03 08:00:00,83,0,4,8887,8174,17148,57029
2022-01-03 08:00:00,2022-01-03 09:00:00,83,0,42,8903,8116,17144,58111
2022-01-03 09:00:00,2022-01-03 10:00:00,84,0,130,8882,8058,17154,56875
2022-01-03 10:00:00,2022-01-03 11:00:00,84,0,213,8910,8090,17297,55464
2022-01-03 11:00:00,2022-01-03 12:00:00,84,0,248,8909,8130,17371,55854
2022-01-03 12:00:00,2022-01-03 13:00:00,83,0,242,8911,8096,17332,56252
2022-01-03 13:00:00,2022-01-03 14:00:00,83,0,107,8924,7950,17064,57466
2022-01-03 14:00:00,2022-01-03 15:00:00,83,0,28,8917,7671,16699,58816
2022-01-03 15:00:00,2022-01-03 16:00:00,84,0,3,8833,7471,16391,61242
2022-01-03 16:00:00,2022-01-03 17:00:00,83,0,4,8504,7365,15956,63810
2022-01-03 17:00:00,2022-01-03 18:00:00,83,0,4,8022,7052,15161,60621
2022-01-03 18:00:00,2022-01-03 19:00:00,83,0,4,7962,6745,14794,58003
2022-01-03 19:00:00,2022-01-03 20:00:00,83,0,4,7138,6478,13703,54823
2022-01-03 20:00:00,2022-01-03 21:00:00,84,0,4,6582,6158,12828,52129
2022-01-03 21:00:00,2022-01-03 22:00:00,84,0,4,5972,5968,12028,49295
2022-01-03 22:00:00,2022-01-03 23:00:00,84,0,4,5710,5562,11360,46530
2022-01-03 23:00:00,2022-01-04 00:00:00,84,0,4,5324,5363,10775,44424
2022-01-04 00:00:00,2022-01-04 01:00:00,84,0,4,5132,4865,10085,43524
2022-01-04 01:00:00,2022-01-04 02:00:00,84,0,4,5204,4542,9834,42615
2022-01-04 02:00:00,2022-01-04 03:00:00,84,0,4,4320,4232,8640,42249
2022-01-04 03:00:00,2022-01-04 04:00:00,84,0,4,3569,3884,7541,42804
2022-01-04 04:00:00,2022-01-04 05:00:00,84,0,4,3486,3828,7402,45047
2022-01-04 05:00:00,2022-01-04 06:00:00,83,0,4,2842,3683,6612,49175
2022-01-04 06:00:00,2022-01-04 07:00:00,82,0,4,3001,3576,6663,54802
2022-01-04 07:00:00,2022-01-04 08:00:00,81,0,4,2832,2930,5847,59275
2022-01-04 08:00:00,2022-01-04 09:00:00,67,0,17,3562,2772,6418,60815
2022-01-04 09:00:00,2022-01-04 10:00:00,70,0,53,1981,2724,4828,60695
2022-01-04 10:00:00,2022-01-04 11:00:00,78,0,56,3092,2450,5676,60731
2022-01-04 11:00:00,2022-01-04 12:00:00,81,0,101,3574,2321,6077,60624
2022-01-04 12:00:00,2022-01-04 13:00:00,65,0,140,4840,1758,6803,60527
2022-01-04 13:00:00,2022-01-04 14:00:00,64,0,126,4848,1664,6702,60152
2022-01-04 14:00:00,2022-01-04 15:00:00,64,0,56,3879,1949,5948,60484
2022-01-04 15:00:00,2022-01-04 16:00:00,65,0,3,5583,2344,7995,62735
2022-01-04 16:00:00,2022-01-04 17:00:00,64,0,4,4989,2060,7117,65179
2022-01-04 17:00:00,2022-01-04 18:00:00,64,0,4,6387,2313,8768,61854
2022-01-04 18:00:00,2022-01-04 19:00:00,63,0,4,7692,3271,11030,59419
2022-01-04 19:00:00,2022-01-04 20:00:00,63,0,4,7407,3601,11075,56378
2022-01-04 20:00:00,2022-01-04 21:00:00,63,0,4,8149,4251,12467,53698
2022-01-04 21:00:00,2022-01-04 22:00:00,62,0,4,8570,5323,13959,51094
2022-01-04 22:00:00,2022-01-04 23:00:00,63,0,4,8401,5431,13899,48171
2022-01-04 23:00:00,2022-01-05 00:00:00,61,0,4,8653,5774,14492,46082
2022-01-05 00:00:00,2022-01-05 01:00:00,60,0,4,8784,6276,15124,44542
2022-01-05 01:00:00,2022-01-05 02:00:00,60,0,4,8828,6686,15578,44317
2022-01-05 02:00:00,2022-01-05 03:00:00,63,0,4,8928,7056,16051,44149
2022-01-05 03:00:00,2022-01-05 04:00:00,64,0,4,8933,7431,16432,44739
2022-01-05 04:00:00,2022-01-05 05:00:00,62,0,4,8922,7706,16694,46258
2022-01-05 05:00:00,2022-01-05 06:00:00,63,0,4,8876,8148,17091,49996
2022-01-05 06:00:00,2022-01-05 07:00:00,62,0,4,8919,8422,17407,55534
2022-01-05 07:00:00,2022-01-05 08:00:00,63,0,7,8898,8343,17311,59353
2022-01-05 08:00:00,2022-01-05 09:00:00,64,0,29,8893,8357,17343,61021
2022-01-05 09:00:00,2022-01-05 10:00:00,63,0,137,8910,8301,17411,61124
2022-01-05 10:00:00,2022-01-05 11:00:00,62,0,296,8887,8397,17642,60209
2022-01-05 11:00:00,2022-01-05 12:00:00,61,0,309,8884,8455,17709,59304
2022-01-05 12:00:00,2022-01-05 13:00:00,61,0,233,8701,8403,17398,59158
2022-01-05 13:00:00,2022-01-05 14:00:00,61,0,111,8767,8230,17169,59484
2022-01-05 14:00:00,2022-01-05 15:00:00,59,0,49,8712,7824,16644,60449
2022-01-05 15:00:00,2022-01-05 16:00:00,62,0,5,8787,7769,16623,62690
2022-01-05 16:00:00,2022-01-05 17:00:00,61,0,4,8837,7341,16243,65027
2022-01-05 17:00:00,2022-01-05 18:00:00,62,0,4,8835,7050,15951,62286
2022-01-05 18:00:00,2022-01-05 19:00:00,63,0,4,8846,6783,15696,59793
2022-01-05 19:00:00,2022-01-05 20:00:00,63,0,4,8459,7035,15561,56930
2022-01-05 20:00:00,2022-01-05 21:00:00,63,0,4,7198,6484,13749,54108
2022-01-05 21:00:00,2022-01-05 22:00:00,64,0,4,6927,6221,13216,51647
2022-01-05 22:00:00,2022-01-05 23:00:00,64,0,4,5979,6189,12236,48823
2022-01-05 23:00:00,2022-01-06 00:00:00,62,0,4,7407,5706,13179,46607
2022-01-06 00:00:00,2022-01-06 01:00:00,64,0,4,5444,4432,9944,44926
2022-01-06 01:00:00,2022-01-06 02:00:00,64,0,4,4633,4219,8920,43936
2022-01-06 02:00:00,2022-01-06 03:00:00,62,0,4,4062,2672,6800,43617
2022-01-06 03:00:00,2022-01-06 04:00:00,63,0,4,3079,1839,4985,44290
2022-01-06 04:00:00,2022-01-06 05:00:00,61,0,4,1595,1593,3253,46569
2022-01-06 05:00:00,2022-01-06 06:00:00,60,0,4,1245,1061,2370,51235
2022-01-06 06:00:00,2022-01-06 07:00:00,61,0,4,1200,744,2009,57237
2022-01-06 07:00:00,2022-01-06 08:00:00,62,0,10,358,700,1130,60865
2022-01-06 08:00:00,2022-01-06 09:00:00,61,0,119,332,780,1292,59895
2022-01-06 09:00:00,2022-01-06 10:00:00,64,0,256,794,996,2110,56254
2022-01-06 10:00:00,2022-01-06 11:00:00,64,0,366,1409,991,2830,53946
2022-01-06 11:00:00,2022-01-06 12:00:00,61,0,425,2336,1479,4301,52892
2022-01-06 12:00:00,2022-01-06 13:00:00,61,0,373,2881,2020,5335,53562
2022-01-06 13:00:00,2022-01-06 14:00:00,61,0,222,3881,2094,6258,55745
2022-01-06 14:00:00,2022-01-06 15:00:00,60,0,73,5070,2837,8040,58746
2022-01-06 15:00:00,2022-01-06 16:00:00,64,0,4,6183,3054,9305,62312
2022-01-06 16:00:00,2022-01-06 17:00:00,62,0,4,7198,4304,11568,65345
2022-01-06 17:00:00,2022-01-06 18:00:00,62,0,4,8463,5306,13835,62671
2022-01-06 18:00:00,2022-01-06 19:00:00,62,0,4,8923,6854,15843,60087
2022-01-06 19:00:00,2022-01-06 20:00:00,64,0,4,8944,7455,16467,57242
2022-01-06 20:00:00,2022-01-06 21:00:00,63,0,4,8706,7734,16507,54355
2022-01-06 21:00:00,2022-01-06 22:00:00,61,0,4,8121,7861,16047,51176
2022-01-06 22:00:00,2022-01-06 23:00:00,63,0,4,8501,7888,16456,48467
2022-01-06 23:00:00,2022-01-07 00:00:00,63,0,4,8570,8116,16753,46534
2022-01-07 00:00:00,2022-01-07 01:00:00,63,0,4,8593,8098,16758,44996
2022-01-07 01:00:00,2022-01-07 02:00:00,64,0,4,8739,8060,16867,43913
2022-01-07 02:00:00,2022-01-07 03:00:00,64,0,4,7819,7980,15867,43252
2022-01-07 03:00:00,2022-01-07 04:00:00,64,0,4,8510,7624,16202,43937
2022-01-07 04:00:00,2022-01-07 05:00:00,61,0,4,8290,7526,15881,45972
2022-01-07 05:00:00,2022-01-07 06:00:00,60,0,4,8661,7208,15933,50094
2022-01-07 06:00:00,2022-01-07 07:00:00,62,0,4,8654,6503,15223,55364
2022-01-07 07:00:00,2022-01-07 08:00:00,62,0,4,8825,5779,14670,59510
2022-01-07 08:00:00,2022-01-07 09:00:00,63,0,44,8832,5536,14475,60270
2022-01-07 09:00:00,2022-01-07 10:00:00,64,0,112,8360,5756,14292,58822
2022-01-07 10:00:00,2022-01-07 11:00:00,63,0,162,7734,5959,13918,57216
2022-01-07 11:00:00,2022-01-07 12:00:00,62,0,223,7869,5827,13981,57208
2022-01-07 12:00:00,2022-01-07 13:00:00,62,0,234,8030,5942,14268,57496
2022-01-07 13:00:00,2022-01-07 14:00:00,61,0,136,8620,5185,14002,58620
2022-01-07 14:00:00,2022-01-07 15:00:00,61,0,47,8137,4951,13196,59952
2022-01-07 15:00:00,2022-01-07 16:00:00,62,0,6,7311,4489,11868,61849
2022-01-07 16:00:00,2022-01-07 17:00:00,63,0,4,6487,4217,10771,63875
2022-01-07 17:00:00,2022-01-07 18:00:00,63,0,4,6191,4185,10443,61344
2022-01-07 18:00:00,2022-01-07 19:00:00,63,0,4,5619,3855,9541,58692
2022-01-07 19:00:00,2022-01-07 20:00:00,64,0,4,5503,2502,8073,55978
2022-01-07 20:00:00,2022-01-07 21:00:00,64,0,4,5982,2426,8476,53240
2022-01-07 21:00:00,2022-01-07 22:00:00,63,0,4,5530,2280,7877,50276
2022-01-07 22:00:00,2022-01-07 23:00:00,63,0,4,5775,2679,8521,47876
2022-01-07 23:00:00,2022-01-08 00:00:00,64,0,4,5596,3194,8858,46441
2022-01-08 00:00:00,2022-01-08 01:00:00,64,0,4,5877,3027,8972,45103
2022-01-08 01:00:00,2022-01-08 02:00:00,63,0,4,4794,2359,7220,43938
2022-01-08 02:00:00,2022-01-08 03:00:00,65,0,4,3400,2521,5990,42972
2022-01-08 03:00:00,2022-01-08 04:00:00,64,0,4,2957,3301,6326,43129
2022-01-08 04:00:00,2022-01-08 05:00:00,64,0,4,3221,2820,6109,44362
2022-01-08 05:00:00,2022-01-08 06:00:00,64,0,4,2767,2967,5802,46133
2022-01-08 06:00:00,2022-01-08 07:00:00,64,0,4,2877,3665,6610,48407
2022-01-08 07:00:00,2022-01-08 08:00:00,64,0,11,4279,3687,8041,51083
2022-01-08 08:00:00,2022-01-08 09:00:00,64,0,107,5956,4275,10402,52765
2022-01-08 09:00:00,2022-01-08 10:00:00,64,0,220,8054,5494,13832,53386
2022-01-08 10:00:00,2022-01-08 11:00:00,64,0,260,8755,6551,15630,53587
2022-01-08 11:00:00,2022-01-08 12:00:00,64,0,240,8872,7202,16378,53954
2022-01-08 12:00:00,2022-01-08 13:00:00,64,0,152,8869,7549,16634,54699
2022-01-08 13:00:00,2022-01-08 14:00:00,64,0,84,8901,8213,17262,55728
2022-01-08 14:00:00,2022-01-08 15:00:00,64,0,19,8924,8518,17525,56287
2022-01-08 15:00:00,2022-01-08 16:00:00,63,0,3,8863,8576,17505,58088
2022-01-08 16:00:00,2022-01-08 17:00:00,64,0,4,8841,8619,17528,60536
2022-01-08 17:00:00,2022-01-08 18:00:00,64,0,4,8848,8551,17467,58553
2022-01-08 18:00:00,2022-01-08 19:00:00,65,0,4,8751,8152,16972,56189
2022-01-08 19:00:00,2022-01-08 20:00:00,64,0,4,7798,7665,15531,53161
2022-01-08 20:00:00,2022-01-08 21:00:00,65,0,4,8563,6983,15615,51056
2022-01-08 21:00:00,2022-01-08 22:00:00,66,0,4,8704,6990,15764,48901
2022-01-08 22:00:00,2022-01-08 23:00:00,64,0,4,8672,5821,14561,46830
2022-01-08 23:00:00,2022-01-09 00:00:00,64,0,4,7468,4286,11822,44718
2022-01-09 00:00:00,2022-01-09 01:00:00,65,0,4,8131,5982,14182,43657
2022-01-09 01:00:00,2022-01-09 02:00:00,64,0,4,7503,7518,15089,42827
2022-01-09 02:00:00,2022-01-09 03:00:00,64,0,4,8125,7758,15951,41823
2022-01-09 03:00:00,2022-01-09 04:00:00,63,0,4,8838,7752,16657,41723
2022-01-09 04:00:00,2022-01-09 05:00:00,64,0,4,8791,7625,16484,42409
2022-01-09 05:00:00,2022-01-09 06:00:00,64,0,4,8745,7309,16122,43688
2022-01-09 06:00:00,2022-01-09 07:00:00,64,0,4,8368,6910,15346,45764
2022-01-09 07:00:00,2022-01-09 08:00:00,62,0,5,8172,6108,14347,47644
2022-01-09 08:00:00,2022-01-09 09:00:00,62,0,61,8371,5561,14055,48748
2022-01-09 09:00:00,2022-01-09 10:00:00,64,0,162,7727,4891,12844,48586
2022-01-09 10:00:00,2022-01-09 11:00:00,64,0,241,6768,4358,11431,47980
2022-01-09 11:00:00,2022-01-09 12:00:00,64,0,286,6134,4001,10485,47366
2022-01-09 12:00:00,2022-01-09 13:00:00,65,0,266,4454,3735,8520,47128
2022-01-09 13:00:00,2022-01-09 14:00:00,64,0,184,3656,3538,7442,48044
2022-01-09 14:00:00,2022-01-09 15:00:00,64,0,90,2873,2885,5912,49958
2022-01-09 15:00:00,2022-01-09 16:00:00,64,0,7,2186,2484,4741,54013
2022-01-09 16:00:00,2022-01-09 17:00:00,64,0,4,2133,2161,4362,59212
2022-01-09 17:00:00,2022-01-09 18:00:00,66,0,4,1840,2083,3993,57664
2022-01-09 18:00:00,2022-01-09 19:00:00,64,0,4,1678,2144,3890,55799
2022-01-09 19:00:00,2022-01-09 20:00:00,66,0,4,1556,1992,3618,53644
2022-01-09 20:00:00,2022-01-09 21:00:00,66,0,4,1304,1201,2575,51308
2022-01-09 21:00:00,2022-01-09 22:00:00,67,0,4,939,878,1888,49131
2022-01-09 22:00:00,2022-01-09 23:00:00,64,0,4,463,760,1291,46626
2022-01-09 23:00:00,2022-01-10 00:00:00,65,0,4,473,709,1251,45132
2022-01-10 00:00:00,2022-01-10 01:00:00,64,0,4,214,768,1050,43895
2022-01-10 01:00:00,2022-01-10 02:00:00,64,0,4,132,729,929,43386
2022-01-10 02:00:00,2022-01-10 03:00:00,64,0,4,75,808,951,43203
2022-01-10 03:00:00,2022-01-10 04:00:00,64,0,4,124,881,1073,44050
2022-01-10 04:00:00,2022-01-10 05:00:00,39,0,4,103,779,925,46653
2022-01-10 05:00:00,2022-01-10 06:00:00,40,0,4,124,650,818,51887
2022-01-10 06:00:00,2022-01-10 07:00:00,38,0,4,283,569,894,59219
2022-01-10 07:00:00,2022-01-10 08:00:00,40,0,9,274,504,827,63708
2022-01-10 08:00:00,2022-01-10 09:00:00,40,0,94,317,481,932,63368
2022-01-10 09:00:00,2022-01-10 10:00:00,38,0,263,350,479,1130,60467
2022-01-10 10:00:00,2022-01-10 11:00:00,36,0,392,362,500,1290,57646
2022-01-10 11:00:00,2022-01-10 12:00:00,38,0,437,509,490,1474,56018
2022-01-10 12:00:00,2022-01-10 13:00:00,39,0,401,560,476,1476,55343
2022-01-10 13:00:00,2022-01-10 14:00:00,40,0,270,544,455,1309,56170
2022-01-10 14:00:00,2022-01-10 15:00:00,40,0,99,705,497,1341,59861
2022-01-10 15:00:00,2022-01-10 16:00:00,40,0,8,834,687,1569,63786
2022-01-10 16:00:00,2022-01-10 17:00:00,40,0,4,919,1094,2057,66666
2022-01-10 17:00:00,2022-01-10 18:00:00,40,0,4,1720,1210,2974,64047
2022-01-10 18:00:00,2022-01-10 19:00:00,40,0,4,1932,1190,3166,61655
2022-01-10 19:00:00,2022-01-10 20:00:00,44,0,4,2322,1193,3563,58648
2022-01-10 20:00:00,2022-01-10 21:00:00,41,0,4,2302,1340,3687,55600
2022-01-10 21:00:00,2022-01-10 22:00:00,41,0,4,2756,1509,4310,52490
2022-01-10 22:00:00,2022-01-10 23:00:00,40,0,4,3160,1670,4874,49466
2022-01-10 23:00:00,2022-01-11 00:00:00,40,0,4,3381,1816,5241,47487
2022-01-11 00:00:00,2022-01-11 01:00:00,41,0,4,3670,2301,6016,46124
2022-01-11 01:00:00,2022-01-11 02:00:00,40,0,4,3578,2239,5861,45464
2022-01-11 02:00:00,2022-01-11 03:00:00,19,0,4,4057,2078,6158,45187
2022-01-11 03:00:00,2022-01-11 04:00:00,7,0,4,4011,2021,6043,45806
2022-01-11 04:00:00,2022-01-11 05:00:00,6,0,4,3916,2021,5947,48116
2022-01-11 05:00:00,2022-01-11 06:00:00,7,0,4,4095,2168,6274,53687
2022-01-11 06:00:00,2022-01-11 07:00:00,8,0,4,4108,2318,6438,60847
2022-01-11 07:00:00,2022-01-11 08:00:00,7,0,33,3725,2540,6305,64084
2022-01-11 08:00:00,2022-01-11 09:00:00,5,0,156,4067,2723,6951,63545
2022-01-11 09:00:00,2022-01-11 10:00:00,7,0,199,4191,2924,7321,60977
2022-01-11 10:00:00,2022-01-11 11:00:00,8,0,295,4235,2743,7281,58366
2022-01-11 11:00:00,2022-01-11 12:00:00,6,0,439,3847,2329,6621,56213
2022-01-11 12:00:00,2022-01-11 13:00:00,6,0,354,3830,2212,6402,57002
2022-01-11 13:00:00,2022-01-11 14:00:00,12,0,137,3410,1966,5525,58053
2022-01-11 14:00:00,2022-01-11 15:00:00,12,0,63,3221,1910,5206,60762
2022-01-11 15:00:00,2022-01-11 16:00:00,12,0,7,2992,1917,4928,63944
2022-01-11 16:00:00,2022-01-11 17:00:00,12,0,4,2932,1974,4922,67236
2022-01-11 17:00:00,2022-01-11 18:00:00,12,0,4,2826,2187,5029,64483
2022-01-11 18:00:00,2022-01-11 19:00:00,12,0,4,1935,2208,4159,61745
2022-01-11 19:00:00,2022-01-11 20:00:00,13,0,4,1228,1941,3186,58320
2022-01-11 20:00:00,2022-01-11 21:00:00,9,0,4,1048,1694,2755,55529
2022-01-11 21:00:00,2022-01-11 22:00:00,47,0,4,865,1427,2343,52417
2022-01-11 22:00:00,2022-01-11 23:00:00,130,0,4,815,1251,2200,49631
2022-01-11 23:00:00,2022-01-12 00:00:00,177,0,4,372,1090,1643,47343
2022-01-12 00:00:00,2022-01-12 01:00:00,176,0,4,360,770,1310,45882
2022-01-12 01:00:00,2022-01-12 02:00:00,176,0,4,520,901,1601,45020
2022-01-12 02:00:00,2022-01-12 03:00:00,169,0,4,855,597,1625,45045
2022-01-12 03:00:00,2022-01-12 04:00:00,129,0,4,862,437,1432,45714
2022-01-12 04:00:00,2022-01-12 05:00:00,120,0,4,781,432,1337,47920
2022-01-12 05:00:00,2022-01-12 06:00:00,121,0,4,830,521,1476,53118
2022-01-12 06:00:00,2022-01-12 07:00:00,122,0,4,734,457,1317,60004
2022-01-12 07:00:00,2022-01-12 08:00:00,121,0,10,593,399,1123,64547
2022-01-12 08:00:00,2022-01-12 09:00:00,121,0,67,544,458,1190,64579
2022-01-12 09:00:00,2022-01-12 10:00:00,122,0,142,614,502,1380,62658
2022-01-12 10:00:00,2022-01-12 11:00:00,121,0,174,605,620,1520,61205
2022-01-12 11:00:00,2022-01-12 12:00:00,121,0,181,772,719,1793,60078
2022-01-12 12:00:00,2022-01-12 13:00:00,122,0,174,709,804,1809,60336
2022-01-12 13:00:00,2022-01-12 14:00:00,121,0,117,892,784,1914,61193
2022-01-12 14:00:00,2022-01-12 15:00:00,122,0,51,1044,1182,2399,62342
2022-01-12 15:00:00,2022-01-12 16:00:00,123,0,4,1112,1346,2585,64585
2022-01-12 16:00:00,2022-01-12 17:00:00,127,0,4,1020,1314,2465,67251
2022-01-12 17:00:00,2022-01-12 18:00:00,126,0,4,864,1205,2199,64476
2022-01-12 18:00:00,2022-01-12 19:00:00,112,0,4,1076,1171,2363,61842
2022-01-12 19:00:00,2022-01-12 20:00:00,73,0,4,1260,1380,2717,58721
2022-01-12 20:00:00,2022-01-12 21:00:00,69,0,4,1258,1525,2856,55830
2022-01-12 21:00:00,2022-01-12 22:00:00,68,0,4,1250,1780,3102,52349
2022-01-12 22:00:00,2022-01-12 23:00:00,52,0,4,1637,1883,3576,49369
2022-01-12 23:00:00,2022-01-13 00:00:00,40,0,4,1524,2043,3611,47151
2022-01-13 00:00:00,2022-01-13 01:00:00,41,0,4,1812,1981,3838,45518
2022-01-13 01:00:00,2022-01-13 02:00:00,42,0,4,1823,2007,3876,44861
2022-01-13 02:00:00,2022-01-13 03:00:00,40,0,4,1716,2204,3964,44708
2022-01-13 03:00:00,2022-01-13 04:00:00,42,0,4,1573,2354,3973,45240
2022-01-13 04:00:00,2022-01-13 05:00:00,44,0,4,1664,2355,4067,47498
2022-01-13 05:00:00,2022-01-13 06:00:00,43,0,4,1939,2527,4513,52813
2022-01-13 06:00:00,2022-01-13 07:00:00,43,0,4,2037,2597,4681,60249
2022-01-13 07:00:00,2022-01-13 08:00:00,43,0,4,2146,2350,4543,64439
2022-01-13 08:00:00,2022-01-13 09:00:00,41,0,26,2074,2319,4460,64834
2022-01-13 09:00:00,2022-01-13 10:00:00,41,0,61,1979,2737,4818,63751
2022-01-13 10:00:00,2022-01-13 11:00:00,44,0,96,2124,2644,4908,63052
2022-01-13 11:00:00,2022-01-13 12:00:00,43,0,95,2179,3122,5439,61934
2022-01-13 12:00:00,2022-01-13 13:00:00,44,0,84,1877,3322,5327,61813
2022-01-13 13:00:00,2022-01-13 14:00:00,44,0,74,1969,3444,5531,61946
2022-01-13 14:00:00,2022-01-13 15:00:00,40,0,39,2640,3320,6039,62985
2022-01-13 15:00:00,2022-01-13 16:00:00,40,0,4,2156,3389,5589,64671
2022-01-13 16:00:00,2022-01-13 17:00:00,43,0,4,1911,3325,5283,67246
2022-01-13 17:00:00,2022-01-13 18:00:00,44,0,4,2230,3024,5302,64666
2022-01-13 18:00:00,2022-01-13 19:00:00,44,0,4,2377,2656,5081,61722
2022-01-13 19:00:00,2022-01-13 20:00:00,44,0,4,2644,2514,5206,58326
2022-01-13 20:00:00,2022-01-13 21:00:00,44,0,4,2626,2841,5515,55203
2022-01-13 21:00:00,2022-01-13 22:00:00,43,0,4,2512,3159,5718,52075
2022-01-13 22:00:00,2022-01-13 23:00:00,44,0,4,3087,2768,5903,49465
2022-01-13 23:00:00,2022-01-14 00:00:00,44,0,4,3364,2572,5984,47465
2022-01-14 00:00:00,2022-01-14 01:00:00,44,0,4,3233,2232,5513,46195
2022-01-14 01:00:00,2022-01-14 02:00:00,42,0,4,3043,1915,5004,45366
2022-01-14 02:00:00,2022-01-14 03:00:00,44,0,4,3455,2105,5608,45174
2022-01-14 03:00:00,2022-01-14 04:00:00,44,0,4,3195,1965,5208,45689
2022-01-14 04:00:00,2022-01-14 05:00:00,43,0,4,2511,1797,4355,48005
2022-01-14 05:00:00,2022-01-14 06:00:00,41,0,4,2343,1615,4003,53461
