StartTime,EndTime,green_energy_DE,DE_Load,green_energy_DK,DK_Load,green_energy_HU,HU_Load,green_energy_IT,IT_Load,green_energy_NE,NE_Load,green_energy_PO,PO_Load,green_energy_SE,SE_Load,green_energy_SP,SP_Load,green_energy_UK,UK_Load
2022-04-04 18:00:00,2022-04-04 19:00:00,209442,268079,5758,4479,1332,24253,5682.0,36821,11755,56617,7981,22648,15113.0,16983,19368,34349,0.0,1993.0
2022-04-04 19:00:00,2022-04-04 20:00:00,200041,255154,5563,4228,1493,22679,4627.0,33233,11358,53491,7657,21007,14752.0,16556,18260,31437,0.0,1976.0
2022-04-04 20:00:00,2022-04-04 21:00:00,191517,241960,5345,4051,1457,21681,4700.0,30065,10526,49750,7650,19545,14501.0,16036,16495,28107,0.0,1777.0
2022-04-04 21:00:00,2022-04-04 22:00:00,190579,229511,5371,3781,1329,20937,4181.0,27478,9788,46612,7640,18497,12310.0,16037,14878,26125,0.0,1539.0
2022-04-04 22:00:00,2022-04-04 23:00:00,192235,219474,5331,3661,1194,20036,4011.0,25838,9433,43659,7574,18015,11934.0,15978,14478,24499,0.0,1285.0
2022-04-04 23:00:00,2022-04-05 00:00:00,188001,212531,5070,3676,1066,19240,4193.0,25064,8729,41681,7510,17723,11798.0,15937,14961,23494,0.0,1179.0
2022-04-05 00:00:00,2022-04-05 01:00:00,183155,208549,5141,3570,1018,18609,4377.0,24798,8105,40679,7486,17768,11838.0,16063,14976,23141,0.0,1138.0
2022-04-05 01:00:00,2022-04-05 02:00:00,172565,208929,4943,3574,904,18469,4374.0,25256,7580,40183,7415,18153,12082.0,16352,14303,23160,0.0,1148.0
2022-04-05 02:00:00,2022-04-05 03:00:00,161631,216008,4679,3785,784,19139,4500.0,27285,7448,40809,7375,18992,13451.0,17645,14109,23862,0.0,1110.0
2022-04-05 03:00:00,2022-04-05 04:00:00,151170,230527,4541,4342,755,20877,4787.0,31983,7110,43172,7462,21156,14659.0,19203,12527,26629,0.0,1084.0
2022-04-05 04:00:00,2022-04-05 05:00:00,148414,257874,4404,4859,1022,23416,7254.0,37019,7194,48267,7542,23151,14577.0,20212,13219,30481,0.0,1211.0
2022-04-05 05:00:00,2022-04-05 06:00:00,149138,274865,4432,4957,2034,23887,12042.0,41057,6985,53998,7996,24134,14436.0,20593,14187,32880,0.0,1517.0
2022-04-05 06:00:00,2022-04-05 07:00:00,150460,281988,4807,4911,3464,23053,13350.0,41684,7133,56557,8437,24399,14324.0,20542,14582,34121,0.0,1933.0
2022-04-05 07:00:00,2022-04-05 08:00:00,150429,287549,5021,4921,4643,22419,13767.0,40554,7901,56577,8473,24050,14183.0,19776,15210,34794,0.0,2116.0
2022-04-05 08:00:00,2022-04-05 09:00:00,148668,290731,4927,4845,5292,22028,14640.0,39584,8549,55565,8644,24212,14111.0,19148,15221,34557,0.0,2164.0
2022-04-05 09:00:00,2022-04-05 10:00:00,151568,290195,5087,4719,5391,22122,15251.0,37557,9310,54083,8982,24103,14037.0,18259,15507,34601,0.0,2169.0
2022-04-05 10:00:00,2022-04-05 11:00:00,149258,288147,5097,4733,5359,21904,15437.0,36998,10036,51794,9445,24240,14086.0,17806,15863,34409,0.0,2154.0
2022-04-05 11:00:00,2022-04-05 12:00:00,147159,282839,5196,4589,5374,21490,14943.0,37622,10843,51379,8985,23702,14316.0,17803,15446,33602,0.0,2151.0
2022-04-05 12:00:00,2022-04-05 13:00:00,143563,276979,5344,4508,5316,21462,13866.0,37750,10848,51599,8537,23838,14514.0,18237,14058,32645,0.0,2072.0
2022-04-05 13:00:00,2022-04-05 14:00:00,136097,272202,5165,4543,5032,21618,12005.0,37528,11096,53092,7301,23487,14561.0,18368,12711,31835,0.0,2027.0
2022-04-05 14:00:00,2022-04-05 15:00:00,131097,267845,4783,4784,3451,22096,9001.0,36661,10380,54754,5962,23419,14424.0,18605,11815,31359,0.0,2077.0
2022-04-05 15:00:00,2022-04-05 16:00:00,124278,268367,4173,4705,1955,22598,5768.0,36505,9752,57519,4640,23314,14249.0,18769,11569,30972,0.0,2216.0
2022-04-05 16:00:00,2022-04-05 17:00:00,122032,270066,3394,4575,924,23476,5241.0,38467,9639,56913,3838,24004,14081.0,19179,11762,31616,0.0,1142.0
2022-04-05 17:00:00,2022-04-05 18:00:00,124482,270357,2774,4488,671,24641,6056.0,39804,10986,56861,3506,24224,14024.0,19338,12716,33342,0.0,1028.0
2022-04-05 18:00:00,2022-04-05 19:00:00,125158,261574,2310,4306,674,24154,4732.0,36912,10708,56229,3385,22760,13580.0,18337,13186,34370,0.0,2013.0
2022-04-05 19:00:00,2022-04-05 20:00:00,128225,248376,1937,4039,703,22605,4040.0,33324,10798,53001,3489,21134,13308.0,17883,12267,31591,0.0,2018.0
2022-04-05 20:00:00,2022-04-05 21:00:00,131494,234658,1658,3789,718,21667,3658.0,30226,10169,49113,3635,19690,13040.0,17249,10949,28648,0.0,1834.0
2022-04-05 21:00:00,2022-04-05 22:00:00,129657,219670,1367,3641,745,20943,3298.0,27448,10845,46042,3579,18508,12697.0,16869,9456,26515,0.0,1590.0
2022-04-05 22:00:00,2022-04-05 23:00:00,130129,204481,1206,3554,755,20031,3087.0,25724,12698,43125,3495,17922,12517.0,16579,8345,24696,0.0,1360.0
2022-04-05 23:00:00,2022-04-06 00:00:00,132609,196692,1073,3511,751,19050,3259.0,24958,13185,41485,3286,17652,12507.0,16288,6982,23834,0.0,1198.0
2022-04-06 00:00:00,2022-04-06 01:00:00,141178,194674,1147,3546,725,18415,3116.0,24711,13346,40574,3007,17686,12536.0,16389,6407,23206,0.0,1131.0
2022-04-06 01:00:00,2022-04-06 02:00:00,146488,195956,1422,3591,717,18285,3055.0,25043,13859,40075,2864,18111,12840.0,16741,6262,23242,0.0,1133.0
2022-04-06 02:00:00,2022-04-06 03:00:00,156015,205509,1613,3812,778,18937,3128.0,27009,14165,40452,2585,18860,12772.0,17255,6891,23858,0.0,1120.0
2022-04-06 03:00:00,2022-04-06 04:00:00,158686,222341,2327,4403,794,20561,3899.0,31545,14509,42640,2684,20946,12916.0,18476,7439,26221,0.0,1140.0
2022-04-06 04:00:00,2022-04-06 05:00:00,171006,249372,2927,4959,1048,22918,6598.0,36371,14638,47668,3211,22956,13095.0,19740,9374,30047,0.0,1266.0
2022-04-06 05:00:00,2022-04-06 06:00:00,183119,267576,3699,5148,2075,23244,10227.0,40043,14558,53075,4021,23900,12751.0,19785,11319,32269,0.0,1562.0
2022-04-06 06:00:00,2022-04-06 07:00:00,193381,278411,4505,5083,3508,22351,11608.0,40531,14721,56231,4416,24067,12490.0,19534,13095,33526,0.0,1963.0
2022-04-06 07:00:00,2022-04-06 08:00:00,207517,283081,5295,5014,5149,21125,12601.0,39661,14650,56586,4865,23814,12255.0,19462,15000,33743,0.0,2103.0
2022-04-06 08:00:00,2022-04-06 09:00:00,222757,288945,5799,5168,6193,20238,13046.0,38698,14873,55615,5518,24177,12056.0,19242,16391,33527,0.0,2112.0
2022-04-06 09:00:00,2022-04-06 10:00:00,246552,292722,6013,5118,6671,19911,13111.0,36827,15075,55142,6333,24184,11997.0,18802,17316,33138,0.0,1063.0
2022-04-06 10:00:00,2022-04-06 11:00:00,264313,293736,6091,5028,6678,19745,13947.0,36559,15128,54254,6528,23971,11824.0,18223,18845,32671,0.0,0.0
2022-04-06 11:00:00,2022-04-06 12:00:00,266893,287968,5672,4900,6822,19326,13561.0,37637,15350,53967,6338,23507,11609.0,17699,19840,31884,0.0,1005.0
2022-04-06 12:00:00,2022-04-06 13:00:00,264464,281687,5519,4814,6447,19428,11868.0,37610,15422,54288,6593,23481,11665.0,18095,21593,30896,0.0,1940.0
2022-04-06 13:00:00,2022-04-06 14:00:00,256842,276681,5511,4897,5716,19926,9903.0,37567,15409,55040,6396,22862,11719.0,18303,24564,30128,0.0,951.0
2022-04-06 14:00:00,2022-04-06 15:00:00,237352,271176,5548,5054,4423,20629,7444.0,36933,15516,56437,6107,23140,11751.0,18684,25971,29616,0.0,1027.0
2022-04-06 15:00:00,2022-04-06 16:00:00,207666,270435,5378,5020,2645,21338,6282.0,37459,15541,58433,5784,23107,11763.0,18462,25099,29231,0.0,2125.0
2022-04-06 16:00:00,2022-04-06 17:00:00,188880,270507,4793,4718,1323,22482,7354.0,39533,15525,57288,5724,23725,11927.0,18502,19697,29651,0.0,2169.0
2022-04-06 17:00:00,2022-04-06 18:00:00,185416,272788,4289,4494,1073,23924,7937.0,39903,15483,56969,5885,24058,12213.0,18689,14953,31591,0.0,2030.0
2022-04-06 18:00:00,2022-04-06 19:00:00,181938,264177,4018,4230,1162,23718,5562.0,36837,15450,55868,5909,22589,12361.0,18279,14280,33074,0.0,1977.0
2022-04-06 19:00:00,2022-04-06 20:00:00,182300,252997,3535,4039,1137,22273,5310.0,33058,15467,53262,5656,20865,12262.0,17507,14036,30655,0.0,2001.0
2022-04-06 20:00:00,2022-04-06 21:00:00,186944,237245,3227,3825,1097,21326,6065.0,29769,15389,49508,5439,19404,11874.0,16515,12795,27830,0.0,1822.0
2022-04-06 21:00:00,2022-04-06 22:00:00,191932,223690,3077,3793,1091,20566,6506.0,27302,15293,46449,5459,18298,12187.0,16129,13124,25653,0.0,1548.0
2022-04-06 22:00:00,2022-04-06 23:00:00,194334,211697,2759,3735,938,19472,6647.0,25621,15218,43486,5505,17600,12003.0,16051,13325,24026,0.0,1297.0
2022-04-06 23:00:00,2022-04-07 00:00:00,194532,204844,2375,3655,775,18493,7607.0,24892,15267,41676,5598,17384,11725.0,15881,14039,23036,0.0,1134.0
2022-04-07 00:00:00,2022-04-07 01:00:00,193348,203302,2280,3511,736,17830,7675.0,24756,15333,40731,5618,17435,11745.0,15833,14733,22713,0.0,1058.0
2022-04-07 01:00:00,2022-04-07 02:00:00,193978,206870,2264,3534,797,17582,7750.0,24958,15252,40395,5705,17730,11613.0,16019,15519,22760,0.0,1068.0
2022-04-07 02:00:00,2022-04-07 03:00:00,194705,213858,2695,3733,927,18285,7126.0,26599,15222,40923,5728,18267,11898.0,16729,16092,23345,0.0,1063.0
2022-04-07 03:00:00,2022-04-07 04:00:00,197098,228643,3021,4294,1060,19951,7273.0,31168,15111,42904,5935,20338,12103.0,17880,15778,26052,0.0,1110.0
2022-04-07 04:00:00,2022-04-07 05:00:00,208985,256089,3549,4802,1364,22435,9354.0,35879,15044,47962,6412,22164,12601.0,19183,16775,29772,0.0,1249.0
2022-04-07 05:00:00,2022-04-07 06:00:00,220954,272927,3891,5077,1840,23456,13968.0,40101,13465,53643,6905,22524,12667.0,19401,18255,31652,0.0,1517.0
2022-04-07 06:00:00,2022-04-07 07:00:00,235785,283009,3775,5121,2014,23425,15548.0,41143,13965,57939,7821,22288,12820.0,19447,22046,32196,0.0,1934.0
2022-04-07 07:00:00,2022-04-07 08:00:00,243577,285734,3807,5173,2403,23191,15082.0,40194,14395,56691,8892,21680,12825.0,19144,25287,31879,0.0,2142.0
2022-04-07 08:00:00,2022-04-07 09:00:00,249052,290762,4108,5139,3357,22763,16656.0,39449,14056,50070,9646,21660,12982.0,19085,27638,31454,0.0,2196.0
2022-04-07 09:00:00,2022-04-07 10:00:00,255160,291846,4426,5203,4219,22125,17876.0,37410,15572,48298,10310,22093,13190.0,19037,29439,31023,0.0,2144.0
2022-04-07 10:00:00,2022-04-07 11:00:00,257632,291541,4579,5017,4591,21568,18729.0,37199,15785,46424,10297,21905,13463.0,19233,31133,30683,0.0,2118.0
2022-04-07 11:00:00,2022-04-07 12:00:00,257501,286620,4446,4862,4719,20849,18986.0,37477,15658,45259,10283,21793,13523.0,19100,31234,30026,0.0,2069.0
2022-04-07 12:00:00,2022-04-07 13:00:00,250443,284395,4429,4695,4671,20804,19261.0,37648,15243,46701,9999,21828,13590.0,19137,31286,29331,0.0,1947.0
2022-04-07 13:00:00,2022-04-07 14:00:00,247705,278471,4042,4729,4139,20904,18608.0,37932,15428,48927,9688,22075,13432.0,18552,30898,28880,0.0,1898.0
2022-04-07 14:00:00,2022-04-07 15:00:00,242902,272780,3881,4908,3436,21156,14884.0,36832,15407,52143,9027,22448,13389.0,18678,30145,28537,0.0,1911.0
2022-04-07 15:00:00,2022-04-07 16:00:00,235540,275363,4131,4843,2437,21390,11487.0,36438,15518,55371,8029,22326,13507.0,18503,28346,28205,0.0,2077.0
2022-04-07 16:00:00,2022-04-07 17:00:00,225808,275425,4045,4679,1426,22398,11010.0,37787,15089,55715,7541,23109,13985.0,18599,23675,28703,0.0,2149.0
2022-04-07 17:00:00,2022-04-07 18:00:00,221347,275891,4719,4581,1395,23769,11213.0,38771,14908,56683,7383,23529,14063.0,18607,19999,30518,0.0,2084.0
2022-04-07 18:00:00,2022-04-07 19:00:00,213768,267551,5373,4439,1407,23511,10632.0,36237,15104,56577,7034,22190,13704.0,18043,19166,32010,0.0,2069.0
2022-04-07 19:00:00,2022-04-07 20:00:00,210258,252531,5472,4216,1263,22098,9685.0,32972,14917,53733,6830,20443,13058.0,16829,18378,29663,0.0,2129.0
2022-04-07 20:00:00,2022-04-07 21:00:00,208293,239340,4944,3987,1055,21110,9771.0,29831,14884,50190,6913,19204,12266.0,15616,17074,26982,0.0,1974.0
2022-04-07 21:00:00,2022-04-07 22:00:00,211809,227433,4720,3801,919,20255,9736.0,27617,14762,47188,6910,18011,10294.0,15053,16812,25499,0.0,1702.0
2022-04-07 22:00:00,2022-04-07 23:00:00,208925,217006,4662,3770,996,19209,9520.0,26062,14246,44499,7079,17501,10211.0,15112,16626,23995,0.0,1481.0
2022-04-07 23:00:00,2022-04-08 00:00:00,209395,209812,4664,3809,1100,18235,9401.0,25189,13481,42625,7078,17254,10403.0,14920,16738,22899,0.0,1349.0
2022-04-08 00:00:00,2022-04-08 01:00:00,205824,207795,4654,3797,1218,17478,9213.0,24912,12274,41469,7039,17236,11118.0,15490,17222,22371,0.0,1282.0
2022-04-08 01:00:00,2022-04-08 02:00:00,202312,209919,4710,3818,1274,17343,8928.0,25169,11454,41164,7196,17576,12298.0,16308,17384,22417,0.0,1296.0
2022-04-08 02:00:00,2022-04-08 03:00:00,195351,216622,5117,3984,1357,17927,8477.0,26583,11221,41547,7270,18135,13584.0,17121,17341,23020,0.0,1264.0
2022-04-08 03:00:00,2022-04-08 04:00:00,187855,231610,4765,4495,1558,19522,9055.0,30666,9740,43758,7428,20172,14685.0,18092,16988,25536,0.0,1278.0
2022-04-08 04:00:00,2022-04-08 05:00:00,184799,257145,5213,4913,1854,21823,10896.0,35221,9085,48401,7754,22078,15229.0,19415,17930,28798,0.0,1394.0
2022-04-08 05:00:00,2022-04-08 06:00:00,186065,271776,5686,5073,2523,22547,14714.0,39142,7726,52245,8449,22650,15191.0,19692,19724,30506,0.0,1656.0
2022-04-08 06:00:00,2022-04-08 07:00:00,192318,278449,5935,5022,3529,21992,17195.0,40076,6826,52468,9246,22886,15173.0,19843,23100,31036,0.0,2051.0
2022-04-08 07:00:00,2022-04-08 08:00:00,199400,280702,5961,5061,4280,21284,18331.0,39535,5835,51125,9950,23043,15261.0,19929,25462,31005,0.0,2263.0
2022-04-08 08:00:00,2022-04-08 09:00:00,201908,282900,5682,5134,4849,20886,19697.0,38822,5158,48867,9939,22857,15318.0,19918,27338,30810,0.0,2281.0
2022-04-08 09:00:00,2022-04-08 10:00:00,196310,276892,5534,4902,5168,20576,19975.0,36928,3645,48802,10746,23234,15118.0,19950,29523,30528,0.0,2224.0
2022-04-08 10:00:00,2022-04-08 11:00:00,181797,276559,5492,4799,4970,20459,19877.0,36003,4708,48185,10691,22532,14844.0,19721,31307,30315,0.0,2187.0
2022-04-08 11:00:00,2022-04-08 12:00:00,167518,270131,5244,4635,4401,20401,19418.0,36589,4689,47834,10469,22112,14445.0,19375,31951,30032,0.0,2151.0
2022-04-08 12:00:00,2022-04-08 13:00:00,157220,265362,5605,4447,4111,20544,17507.0,36410,4433,46499,9464,22018,14314.0,19186,30560,29108,0.0,2031.0
2022-04-08 13:00:00,2022-04-08 14:00:00,144552,258219,5704,4478,4100,20803,16565.0,36272,4715,45977,8172,22250,13990.0,19377,28425,28526,0.0,1922.0
2022-04-08 14:00:00,2022-04-08 15:00:00,133174,258882,5455,4566,3493,21252,14069.0,35834,5494,47821,6715,22566,13409.0,19442,26236,28200,0.0,1903.0
2022-04-08 15:00:00,2022-04-08 16:00:00,125531,260321,5291,4652,2290,21521,11348.0,35248,6355,51807,5473,22434,13685.0,19189,24068,28023,0.0,1958.0
2022-04-08 16:00:00,2022-04-08 17:00:00,115661,258722,4805,4442,1509,22204,10725.0,37017,8099,53115,4766,23191,13055.0,19195,21145,28462,0.0,2014.0
2022-04-08 17:00:00,2022-04-08 18:00:00,108717,257282,4769,4188,1677,23108,11400.0,37686,9743,54384,4519,23519,12654.0,18906,19817,29782,0.0,1953.0
2022-04-08 18:00:00,2022-04-08 19:00:00,106884,248018,4752,4027,1769,22651,9310.0,34944,9739,55117,4173,21981,12241.0,18251,19310,30815,0.0,1941.0
2022-04-08 19:00:00,2022-04-08 20:00:00,107873,235867,4747,3935,1729,21400,8680.0,32051,9509,52632,3678,20465,11447.0,17775,18058,28544,0.0,2002.0
2022-04-08 20:00:00,2022-04-08 21:00:00,106236,224464,4699,3727,1439,20512,8481.0,29064,9436,49541,3321,19214,10992.0,17291,15902,26343,0.0,1878.0
2022-04-08 21:00:00,2022-04-08 22:00:00,108289,210206,4842,3572,1039,19811,8632.0,26976,11244,46831,3012,18175,11435.0,16977,15048,24878,0.0,1666.0
2022-04-08 22:00:00,2022-04-08 23:00:00,111824,200379,5092,3470,1085,18775,8710.0,25428,11086,43942,2855,17511,11512.0,16672,12734,23478,0.0,1458.0
2022-04-08 23:00:00,2022-04-09 00:00:00,119137,194543,5272,3400,1310,17679,8793.0,24491,11131,41959,2830,16892,11469.0,16465,11951,22334,0.0,1306.0
2022-04-09 00:00:00,2022-04-09 01:00:00,131570,193150,5285,3357,1500,16930,8727.0,24178,11899,40855,3059,16819,11734.0,16452,11018,21638,0.0,1236.0
2022-04-09 01:00:00,2022-04-09 02:00:00,135228,193869,5385,3387,1475,16697,8483.0,24080,11713,40271,3209,16857,12004.0,16323,10815,21419,0.0,1251.0
2022-04-09 02:00:00,2022-04-09 03:00:00,143683,198269,5383,3529,1438,16887,8446.0,24731,11537,40106,3423,16848,12176.0,16461,10912,21328,0.0,1206.0
2022-04-09 03:00:00,2022-04-09 04:00:00,150061,200073,5426,3535,1415,17147,8833.0,26368,11111,40421,3906,17423,12358.0,16462,11372,21931,0.0,1191.0
2022-04-09 04:00:00,2022-04-09 05:00:00,150065,202964,5334,3933,1232,18191,10153.0,28513,11903,42392,4403,18663,12660.0,16801,10850,22732,0.0,1268.0
2022-04-09 05:00:00,2022-04-09 06:00:00,159757,215071,5557,4113,1617,19533,12374.0,30587,12218,43479,5200,19920,12660.0,17078,11455,23884,0.0,1394.0
2022-04-09 06:00:00,2022-04-09 07:00:00,179183,229532,6059,4232,2086,20749,14750.0,31659,11504,43227,6861,20751,12796.0,17169,13944,25734,0.0,1626.0
2022-04-09 07:00:00,2022-04-09 08:00:00,207240,241500,6434,4279,2667,21443,16178.0,31238,11087,42565,8142,20803,11751.0,16801,15619,26924,0.0,1859.0
2022-04-09 08:00:00,2022-04-09 09:00:00,228951,247036,6197,4295,3066,21843,18146.0,30439,10249,40219,8870,20726,10597.0,16949,16412,26932,0.0,1935.0
2022-04-09 09:00:00,2022-04-09 10:00:00,244109,248677,5763,4258,2971,22170,19141.0,29542,10922,38857,9203,20474,10131.0,16780,17226,26631,0.0,1930.0
2022-04-09 10:00:00,2022-04-09 11:00:00,252593,243676,6026,4134,2959,21799,19647.0,29129,10239,37168,9093,20055,10008.0,16627,17761,26587,0.0,1915.0
2022-04-09 11:00:00,2022-04-09 12:00:00,242537,235483,5332,4063,3114,20876,19566.0,28778,9593,35828,9012,19602,9839.0,16554,18207,26120,0.0,1886.0
2022-04-09 12:00:00,2022-04-09 13:00:00,233650,226349,5743,4047,3233,20480,17382.0,28296,9137,34557,8631,19216,9583.0,16286,18999,24840,0.0,1818.0
2022-04-09 13:00:00,2022-04-09 14:00:00,233056,223493,5881,3972,2875,20372,16002.0,28695,9521,35310,7813,19034,10350.0,16354,18999,24085,0.0,1762.0
2022-04-09 14:00:00,2022-04-09 15:00:00,225074,225059,6774,4217,2490,20519,13389.0,28989,12141,39675,7151,19324,11140.0,16652,18772,23755,0.0,1743.0
2022-04-09 15:00:00,2022-04-09 16:00:00,201852,227448,5796,4362,1796,20618,11585.0,29657,11304,44844,6414,19785,11951.0,17008,16534,23798,0.0,1847.0
2022-04-09 16:00:00,2022-04-09 17:00:00,175402,229743,5585,4239,1186,20984,11148.0,31816,9952,47327,5824,20280,12195.0,16989,13261,24385,0.0,1945.0
2022-04-09 17:00:00,2022-04-09 18:00:00,158249,226966,5861,4095,1077,21685,11960.0,33036,7498,49430,5932,20757,12353.0,17046,10795,25698,0.0,1970.0
2022-04-09 18:00:00,2022-04-09 19:00:00,152249,220711,5876,3937,1159,21399,11340.0,30870,7250,50752,6149,19736,12085.0,16442,10425,27601,0.0,1905.0
2022-04-09 19:00:00,2022-04-09 20:00:00,145449,213753,5870,3680,1187,20342,10387.0,28475,6652,49243,6047,18605,11948.0,15887,9892,26433,0.0,1905.0
2022-04-09 20:00:00,2022-04-09 21:00:00,141624,206646,5679,3526,1211,19313,9587.0,26177,6046,47135,5882,17385,11502.0,15314,8653,24591,0.0,1792.0
2022-04-09 21:00:00,2022-04-09 22:00:00,140887,196508,5501,3505,1132,18161,9802.0,24236,6321,44388,6028,16303,10872.0,15238,7429,22895,0.0,1592.0
2022-04-09 22:00:00,2022-04-09 23:00:00,141210,187668,5246,3431,1050,17216,9071.0,22549,6156,42125,6065,15616,10688.0,15169,7101,21428,0.0,1411.0
2022-04-09 23:00:00,2022-04-10 00:00:00,141966,180407,5348,3347,1127,16474,8791.0,21770,6224,40865,6047,15342,10464.0,14882,6468,20346,0.0,1281.0
2022-04-10 00:00:00,2022-04-10 01:00:00,141259,177740,5276,3338,1269,15987,8354.0,21291,5848,39645,5886,15172,10463.0,14865,5698,19688,0.0,1193.0
2022-04-10 01:00:00,2022-04-10 02:00:00,141540,179668,5200,3362,1392,15858,8445.0,21338,5570,39114,5793,15131,10604.0,14892,6300,19448,0.0,1205.0
2022-04-10 02:00:00,2022-04-10 03:00:00,136157,180445,5309,3430,1399,15986,8572.0,21769,5729,39080,5636,15121,10757.0,14772,7521,19533,0.0,1176.0
2022-04-10 03:00:00,2022-04-10 04:00:00,132828,179008,5410,3425,1397,16200,8724.0,22407,6126,39511,5743,15155,11119.0,14864,8177,19821,0.0,1160.0
2022-04-10 04:00:00,2022-04-10 05:00:00,136086,179415,5335,3734,1649,16912,9980.0,23341,5762,40441,6039,15737,11466.0,15141,9329,20050,0.0,1198.0
2022-04-10 05:00:00,2022-04-10 06:00:00,140582,187515,5840,3888,2556,17584,14032.0,26020,5629,40054,7007,16709,11642.0,15323,14079,20728,0.0,1237.0
2022-04-10 06:00:00,2022-04-10 07:00:00,163523,201889,6292,3913,4271,17716,17957.0,27793,5343,38611,7533,17315,10984.0,15438,18490,22519,0.0,1371.0
2022-04-10 07:00:00,2022-04-10 08:00:00,190037,212896,6715,4021,5866,17746,20185.0,28158,5157,35959,8150,18160,10421.0,15317,22123,23827,0.0,1565.0
2022-04-10 08:00:00,2022-04-10 09:00:00,211891,221985,6888,4071,6751,17486,21436.0,28150,4737,33416,8094,18225,10527.0,15334,25270,24384,0.0,1720.0
2022-04-10 09:00:00,2022-04-10 10:00:00,223331,228463,6754,4050,6950,17360,22476.0,28094,4174,31518,8089,18258,10658.0,15280,26160,24190,0.0,1794.0
2022-04-10 10:00:00,2022-04-10 11:00:00,224320,225012,6558,4081,6780,16805,22371.0,25954,3563,29793,8059,18300,10862.0,15053,26710,24308,0.0,1849.0
2022-04-10 11:00:00,2022-04-10 12:00:00,215606,215335,6410,4008,6519,16358,21796.0,25123,2260,28124,7847,17566,11076.0,14994,26264,24107,0.0,1945.0
2022-04-10 12:00:00,2022-04-10 13:00:00,205365,208297,6564,3915,6195,16483,20751.0,24852,2288,27560,7841,17593,11457.0,15003,25012,23022,0.0,1908.0
2022-04-10 13:00:00,2022-04-10 14:00:00,192390,204390,6236,3973,5323,17020,19503.0,24867,3044,28873,7242,17525,12260.0,15282,23999,22058,0.0,1850.0
2022-04-10 14:00:00,2022-04-10 15:00:00,179901,205909,5543,4287,4250,17737,17237.0,25243,2731,32970,6005,17902,12878.0,15899,22776,21879,0.0,1832.0
2022-04-10 15:00:00,2022-04-10 16:00:00,155664,210735,4992,4382,2782,18622,12242.0,26213,2123,39461,4741,18516,13574.0,16320,23324,22170,0.0,1918.0
2022-04-10 16:00:00,2022-04-10 17:00:00,119296,214344,4393,4253,1329,19998,10278.0,28494,1611,43826,4251,19341,13908.0,16922,23539,22944,0.0,1963.0
2022-04-10 17:00:00,2022-04-10 18:00:00,97768,216789,4428,4144,1116,21563,10005.0,30496,1622,47831,4317,20045,13803.0,17161,20095,24669,0.0,1886.0
2022-04-10 18:00:00,2022-04-10 19:00:00,91749,216856,4287,3967,1126,21678,8642.0,29349,1537,49827,4098,19408,13405.0,16571,18607,26599,0.0,1838.0
2022-04-10 19:00:00,2022-04-10 20:00:00,84506,212223,4135,3775,1116,20449,7608.0,27386,1616,48795,3704,18663,12809.0,16082,18137,25694,0.0,1854.0
2022-04-10 20:00:00,2022-04-10 21:00:00,78710,208353,3938,3624,1091,19230,6811.0,24889,1484,46311,3735,17530,12153.0,15773,18481,23942,0.0,1700.0
2022-04-10 21:00:00,2022-04-10 22:00:00,74113,197146,3798,3471,1050,18140,6208.0,22579,1724,43491,3714,16562,10973.0,15471,19716,22474,0.0,1462.0
2022-04-10 22:00:00,2022-04-10 23:00:00,69835,188116,3592,3379,1024,17220,6295.0,21331,1948,41162,3879,16124,10807.0,15446,20084,21293,0.0,1241.0
2022-04-10 23:00:00,2022-04-11 00:00:00,66317,183416,3475,3349,969,16624,6474.0,20849,1968,40018,3669,15950,10757.0,15400,19890,20539,0.0,1143.0
2022-04-11 00:00:00,2022-04-11 01:00:00,65931,184457,3364,3359,960,16234,6100.0,20774,1559,39452,3388,15990,10979.0,15339,19465,20195,0.0,1100.0
2022-04-11 01:00:00,2022-04-11 02:00:00,62221,187659,3289,3426,1073,16395,5803.0,21293,1347,39405,3037,16406,11610.0,15575,18260,20151,0.0,1124.0
2022-04-11 02:00:00,2022-04-11 03:00:00,60577,195159,3226,3657,1070,17256,5122.0,23437,1307,40033,2867,17468,12646.0,16498,16375,20865,0.0,1112.0
2022-04-11 03:00:00,2022-04-11 04:00:00,61728,212216,3102,4071,1055,19271,6950.0,28966,1717,42630,2684,20146,13183.0,17776,15809,23397,0.0,1088.0
2022-04-11 04:00:00,2022-04-11 05:00:00,68763,237884,3153,4487,1457,21952,10893.0,34226,1957,47670,2955,22254,13402.0,18950,15292,26071,0.0,1203.0
2022-04-11 05:00:00,2022-04-11 06:00:00,85564,254808,3183,4603,2877,22035,14181.0,38751,1946,51734,3714,23184,13266.0,18891,16594,27558,0.0,1464.0
2022-04-11 06:00:00,2022-04-11 07:00:00,105023,263959,3616,4653,4772,21066,13529.0,39236,2319,50760,4527,23129,13131.0,18425,18895,28643,0.0,1867.0
2022-04-11 07:00:00,2022-04-11 08:00:00,131003,267995,3555,4688,6401,20101,15091.0,38797,2736,46030,5054,22922,13158.0,17873,21963,29114,0.0,2080.0
2022-04-11 08:00:00,2022-04-11 09:00:00,158783,269113,3285,4579,6848,19589,17128.0,38254,3254,40446,5504,23370,12954.0,17135,24873,29114,0.0,2166.0
